idsolicitud,idsolicitud_acancelar,estado,saldocuota,saldomora,totaldeuda
"000027994","000026831","PAGO","0.00","4.00","4.00"
"000027995","000027109","PAGO","327.00","2.40","329.40"
"000027996","000027110","PAGO","327.00","2.40","329.40"
"000027998","000027075","PAGO","0.00","8.00","8.00"
"000027999","000027287","PAGO","79.50","0.80","80.30"
"000028002","000027173","PAGO","0.00","0.00","0.00"
"000028004","000026871","PAGO","127.50","-3.60","123.90"
"000028005","000027151","PAGO","0.00","0.60","0.60"
"000028007","000027400","PAGO","109.00","0.30","109.30"
"000028008","000027460","PAGO","1620.00","8.00","1628.00"
"000028009","000027121","PAGO","126.00","1.20","127.20"
"000028011","000027293","PAGO","136.00","1.50","137.50"
"000028013","000027152","PAGO","1350.00","4.00","1354.00"
"000028014","000027191","PAGO","232.80","2.40","235.20"
"000028016","000027454","PAGO","272.50","1.20","273.70"
"000028018","000027132","PAGO","81.40","4.80","86.20"
"000028019","000027133","PAGO","864.00","1.00","865.00"
"000028020","000027145","PAGO","1908.00","6.00","1914.00"
"000028021","000027537","PAGO","190.60","0.00","190.60"
"000028023","000027282","PAGO","81.60","0.90","82.50"
"000028025","000027134","PAGO","0.00","0.90","0.90"
"000028026","000027363","PAGO","31.80","0.30","32.10"
"000028028","000027433","PAGO","1215.00","10.00","1225.00"
"000028029","000027402","PAGO","408.60","0.00","408.60"
"000028030","000027390","PAGO","599.50","-2.00","597.50"
"000028031","000027188","PAGO","0.00","0.00","0.00"
"000028032","000027081","PAGO","360.00","1.60","361.60"
"000028034","000027066","PAGO","2640.00","12.00","2652.00"
"000028037","000026437","PAGO","0.00","2.00","2.00"
"000028038","000027004","PAGO","202.00","2.40","204.40"
"000028039","000027216","PAGO","324.00","2.40","326.40"
"000028040","000027439","PAGO","136.10","1.20","137.30"
"000028042","000026874","PAGO","130.80","3.20","134.00"
"000028043","000026758","PAGO","0.00","4.20","4.20"
"000028045","000027219","PAGO","270.00","0.80","270.80"
"000028047","000027367","PAGO","189.00","0.00","189.00"
"000028048","000027311","PAGO","435.70","1.60","437.30"
"000028050","000027410","PAGO","272.50","0.80","273.30"
"000028052","000025246","PAGO","0.00","0.30","0.30"
"000028054","000026815","PAGO","0.00","0.80","0.80"
"000028055","000027118","PAGO","380.70","2.80","383.50"
"000028056","000027170","PAGO","616.80","3.00","619.80"
"000028057","000026816","PAGO","0.00","0.00","0.00"
"000028058","000027119","PAGO","129.00","1.50","130.50"
"000028059","000026360","PAGO","0.00","5.40","5.40"
"000028061","000027387","PAGO","272.50","0.80","273.30"
"000028063","000027112","PAGO","87.20","0.00","87.20"
"000028064","000027169","PAGO","162.80","0.90","163.70"
"000028065","000027236","PAGO","162.70","0.30","163.00"
"000028066","000027285","PAGO","227.50","0.80","228.30"
"000028067","000027160","DEBE","0.00","0.60","0.60"
"000028068","000026720","PAGO","0.00","8.00","8.00"
"000028069","000027091","PAGO","108.20","1.80","110.00"
"000028070","000027256","PAGO","3.10","1.80","4.90"
"000028071","000027423","PAGO","243.00","2.40","245.40"
"000028072","000026958","PAGO","0.00","1.50","1.50"
"000028073","000027105","PAGO","327.00","0.00","327.00"
"000028074","000026819","PAGO","24.00","4.80","28.80"
"000028075","000027073","PAGO","100.00","0.40","100.40"
"000028076","000026882","PAGO","72.00","1.80","73.80"
"000028077","000027360","PAGO","424.00","0.80","424.80"
"000028079","000027289","PAGO","1320.00","4.00","1324.00"
"000028081","000027129","PAGO","108.20","1.20","109.40"
"000028083","000027393","PAGO","0.00","2.40","2.40"
"000028085","000027224","PAGO","1750.00","4.00","1754.00"
"000028086","000027660","PAGO","2520.00","0.00","2520.00"
"000028087","000026934","PAGO","0.00","12.00","12.00"
"000028088","000027563","PAGO","1800.00","0.00","1800.00"
"000028092","000026983","PAGO","129.60","0.80","130.40"
"000028094","000027148","PAGO","0.00","0.00","0.00"
"000028097","000026997","PAGO","0.00","1.20","1.20"
"000028098","000027371","PAGO","636.00","4.00","640.00"
"000028099","000026924","PAGO","0.00","2.40","2.40"
"000028103","000027292","PAGO","218.00","1.20","219.20"
"000028104","000027248","PAGO","81.60","6.90","88.50"
"000028105","000027310","PAGO","0.00","0.00","0.00"
"000028106","000027315","PAGO","95.00","0.00","95.00"
"000028107","000027456","PAGO","135.00","1.60","136.60"
"000028108","000027231","PAGO","558.00","1.00","559.00"
"000028110","000027168","PAGO","252.80","0.40","253.20"
"000028111","000027211","PAGO","30.00","0.00","30.00"
"000028112","000027428","PAGO","109.00","0.90","109.90"
"000028113","000027010","PAGO","75.00","5.60","80.60"
"000028114","000027143","PAGO","0.00","22.00","22.00"
"000028115","000027425","PAGO","245.10","1.20","246.30"
"000028116","000027189","PAGO","1090.00","3.00","1093.00"
"000028117","000027380","PAGO","305.20","1.20","306.40"
"000028119","000027064","PAGO","61.00","4.50","65.50"
"000028122","000027484","PAGO","566.80","2.00","568.80"
"000028123","000025976","PAGO","0.00","0.80","0.80"
"000028123","000027050","PAGO","130.80","0.80","131.60"
"000028124","000026971","PAGO","0.00","0.80","0.80"
"000028127","000027338","PAGO","87.10","2.70","89.80"
"000028128","000026736","PAGO","0.00","3.00","3.00"
"000028129","000026977","PAGO","165.00","2.40","167.40"
"000028131","000026768","PAGO","0.00","2.00","2.00"
"000028131","000027295","PAGO","272.50","0.40","272.90"
"000028132","000027198","PAGO","2495.90","2.00","2497.90"
"000028134","000026610","PAGO","0.00","0.30","0.30"
"000028134","000027378","PAGO","168.00","2.40","170.40"
"000028135","000027144","PAGO","723.80","1.60","725.40"
"000028136","000027359","PAGO","0.00","12.00","12.00"
"000028137","000027127","PAGO","616.20","3.20","619.40"
"000028139","000026986","PAGO","10.90","1.50","12.40"
"000028141","000027301","PAGO","181.00","2.70","183.70"
"000028142","000027344","PAGO","1816.00","0.00","1816.00"
"000028146","000026959","PAGO","86.30","0.80","87.10"
"000028147","000024402","PAGO","0.00","2.80","2.80"
"000028148","000027470","PAGO","525.00","1.60","526.60"
"000028149","000027104","PAGO","2880.10","18.00","2898.10"
"000028150","000027045","PAGO","39.40","2.40","41.80"
"000028151","000027605","PAGO","325.60","0.80","326.40"
"000028152","000027318","PAGO","145.20","2.80","148.00"
"000028153","000027020","PAGO","15.10","1.20","16.30"
"000028154","000027361","PAGO","53.10","1.20","54.30"
"000028158","000027501","PAGO","272.50","0.00","272.50"
"000028159","000027072","PAGO","71.80","0.00","71.80"
"000028160","000027409","PAGO","720.00","1.60","721.60"
"000028161","000022556","PAGO","0.00","0.80","0.80"
"000028163","000027175","PAGO","0.00","3.60","3.60"
"000028163","000027176","PAGO","265.40","5.70","271.10"
"000028164","000027172","PAGO","187.80","5.10","192.90"
"000028165","000026995","PAGO","252.80","2.40","255.20"
"000028169","000025594","PAGO","0.00","0.00","0.00"
"000028170","000027488","PAGO","0.00","0.90","0.90"
"000028171","000025613","PAGO","0.00","2.00","2.00"
"000028173","000026994","PAGO","144.00","1.60","145.60"
"000028174","000026787","PAGO","0.00","0.30","0.30"
"000028174","000027034","PAGO","41.00","0.00","41.00"
"000028175","000027366","PAGO","272.50","0.40","272.90"
"000028176","000027508","PAGO","361.70","0.00","361.70"
"000028177","000027023","PAGO","36.00","0.80","36.80"
"000028179","000025161","PAGO","0.00","0.30","0.30"
"000028180","000027096","PAGO","100.00","0.00","100.00"
"000028181","000027094","PAGO","43.60","0.00","43.60"
"000028182","000027326","PAGO","190.60","0.00","190.60"
"000028184","000027434","PAGO","300.00","0.00","300.00"
"000028186","000027379","PAGO","2340.00","0.00","2340.00"
"000028187","000027686","PAGO","65.20","0.60","65.80"
"000028189","000026927","PAGO","324.00","2.80","326.80"
"000028190","000026596","PAGO","0.00","0.30","0.30"
"000028192","000027305","PAGO","720.00","6.40","726.40"
"000028193","000027237","PAGO","109.00","0.80","109.80"
"000028195","000027054","PAGO","31.00","0.00","31.00"
"000028196","000026851","PAGO","0.00","1.60","1.60"
"000028197","000026766","PAGO","0.00","1.20","1.20"
"000028198","000026760","PAGO","720.00","50.00","770.00"
"000028199","000027442","PAGO","84.80","0.60","85.40"
"000028200","000026342","PAGO","0.00","0.90","0.90"
"000028201","000027006","PAGO","0.00","0.30","0.30"
"000028202","000027332","PAGO","129.40","0.00","129.40"
"000028205","000027205","PAGO","25.00","1.50","26.50"
"000028206","000027494","PAGO","218.00","2.40","220.40"
"000028207","000027450","PAGO","136.10","0.00","136.10"
"000028208","000027342","PAGO","817.50","13.00","830.50"
"000028209","000027299","PAGO","0.00","0.30","0.30"
"000028211","000026762","PAGO","752.00","22.00","774.00"
"000028214","000027259","PAGO","953.00","14.40","967.40"
"000028215","000027164","PAGO","3930.00","36.00","3966.00"
"000028216","000027068","PAGO","86.00","2.70","88.70"
"000028218","000026780","PAGO","0.00","1.50","1.50"
"000028219","000027062","PAGO","468.00","4.80","472.80"
"000028222","000017983","PAGO","0.00","6.80","6.80"
"000028222","000027093","PAGO","303.00","4.40","307.40"
"000028223","000027182","PAGO","720.00","2.00","722.00"
"000028227","000027317","PAGO","252.80","2.40","255.20"
"000028228","000027568","PAGO","272.50","0.40","272.90"
"000028229","000027208","PAGO","144.60","1.50","146.10"
"000028230","000027348","PAGO","72.50","0.80","73.30"
"000028231","000027358","PAGO","0.00","0.40","0.40"
"000028235","000026972","PAGO","0.00","3.20","3.20"
"000028237","000027368","PAGO","288.00","1.60","289.60"
"000028239","000027286","PAGO","54.50","0.90","55.40"
"000028240","000027395","PAGO","0.00","0.90","0.90"
"000028241","000026847","PAGO","0.00","0.80","0.80"
"000028242","000027120","PAGO","49.00","0.00","49.00"
"000028243","000027463","PAGO","802.50","2.00","804.50"
"000028244","000027634","PAGO","525.00","3.20","528.20"
"000028245","000027682","PAGO","393.00","1.60","394.60"
"000028247","000027028","PAGO","0.00","12.00","12.00"
"000028249","000027225","PAGO","0.00","0.00","0.00"
"000028251","000027102","PAGO","0.00","2.40","2.40"
"000028252","000027274","PAGO","91.00","0.30","91.30"
"000028254","000027412","PAGO","81.60","0.90","82.50"
"000028255","000027012","PAGO","0.00","1.80","1.80"
"000028256","000027279","PAGO","0.00","1.50","1.50"
"000028257","000027528","PAGO","272.50","1.20","273.70"
"000028258","000025523","PAGO","0.00","1.20","1.20"
"000028259","000027052","PAGO","0.00","0.30","0.30"
"000028260","000027504","PAGO","109.00","1.50","110.50"
"000028261","000027753","PAGO","1620.00","0.00","1620.00"
"000028262","000027098","PAGO","132.00","0.00","132.00"
"000028263","000026529","PAGO","0.00","1.20","1.20"
"000028263","000027490","PAGO","0.00","0.60","0.60"
"000028264","000027599","PAGO","327.00","3.20","330.20"
"000028265","000026382","PAGO","0.00","3.60","3.60"
"000028266","000027008","PAGO","0.00","2.40","2.40"
"000028267","000027547","PAGO","81.60","0.60","82.20"
"000028270","000027453","PAGO","272.50","0.80","273.30"
"000028271","000027574","PAGO","104.20","0.30","104.50"
"000028272","000027204","PAGO","0.00","6.80","6.80"
"000028274","000027364","PAGO","100.00","1.60","101.60"
"000028275","000026912","PAGO","2160.00","24.00","2184.00"
"000028276","000017403","PAGO","0.00","2.10","2.10"
"000028276","000027353","PAGO","107.00","1.50","108.50"
"000028277","000027357","PAGO","107.00","1.50","108.50"
"000028279","000027562","PAGO","32.70","0.00","32.70"
"000028282","000027670","PAGO","109.00","1.20","110.20"
"000028285","000027527","PAGO","88.00","1.20","89.20"
"000028286","000027153","PAGO","325.60","4.00","329.60"
"000028287","000027478","PAGO","1944.00","0.00","1944.00"
"000028288","000027161","PAGO","218.00","7.20","225.20"
"000028291","000027415","PAGO","0.00","0.80","0.80"
"000028292","000027713","PAGO","147.00","3.60","150.60"
"000028293","000027201","PAGO","125.50","1.20","126.70"
"000028298","000026439","PAGO","0.00","0.40","0.40"
"000028298","000027297","PAGO","107.20","2.00","109.20"
"000028299","000027350","PAGO","108.00","0.00","108.00"
"000028301","000027355","PAGO","144.00","1.60","145.60"
"000028302","000027799","PAGO","159.00","0.00","159.00"
"000028303","000027752","PAGO","1050.00","6.00","1056.00"
"000028304","000027079","PAGO","143.00","4.80","147.80"
"000028305","000027749","PAGO","122.40","0.60","123.00"
"000028306","000027464","PAGO","0.00","3.20","3.20"
"000028307","000027331","PAGO","0.00","0.00","0.00"
"000028308","000027636","PAGO","63.60","2.00","65.60"
"000028309","000027167","PAGO","70.80","0.40","71.20"
"000028310","000027571","PAGO","238.60","3.20","241.80"
"000028312","000027113","PAGO","65.00","1.80","66.80"
"000028316","000026898","PAGO","0.00","3.20","3.20"
"000028319","000025899","PAGO","0.00","0.00","0.00"
"000028321","000027554","PAGO","0.00","1.60","1.60"
"000028322","000027930","PAGO","468.00","1.60","469.60"
"000028324","000027572","PAGO","136.10","0.90","137.00"
"000028325","000026560","PAGO","0.00","3.20","3.20"
"000028326","000026832","PAGO","0.00","1.80","1.80"
"000028326","000027178","PAGO","90.00","0.90","90.90"
"000028327","000027523","PAGO","136.10","0.00","136.10"
"000028328","000026708","PAGO","0.00","0.40","0.40"
"000028333","000027376","PAGO","0.00","0.80","0.80"
"000028335","000026688","PAGO","0.00","2.40","2.40"
"000028336","000027333","PAGO","71.80","1.20","73.00"
"000028337","000027794","PAGO","408.60","0.00","408.60"
"000028339","000027369","PAGO","0.00","4.00","4.00"
"000028341","000027187","PAGO","28.00","5.60","33.60"
"000028343","000027808","PAGO","3937.50","0.00","3937.50"
"000028345","000027184","PAGO","0.00","0.00","0.00"
"000028346","000027185","PAGO","0.00","0.00","0.00"
"000028347","000027238","PAGO","0.00","1.50","1.50"
"000028349","000027505","PAGO","653.30","0.80","654.10"
"000028350","000027124","PAGO","312.44","0.00","312.44"
"000028351","000027445","PAGO","162.00","0.80","162.80"
"000028352","000027126","PAGO","0.00","1.80","1.80"
"000028353","000025358","PAGO","0.00","0.80","0.80"
"000028353","000026287","PAGO","0.00","0.80","0.80"
"000028356","000027775","PAGO","1440.00","0.00","1440.00"
"000028357","000027530","PAGO","436.00","1.60","437.60"
"000028358","000027717","PAGO","0.00","2.00","2.00"
"000028359","000027190","PAGO","4.00","1.50","5.50"
"000028361","000027684","PAGO","272.50","0.00","272.50"
"000028365","000027329","PAGO","0.00","6.40","6.40"
"000028366","000027560","PAGO","98.00","0.30","98.30"
"000028367","000027681","PAGO","109.00","0.00","109.00"
"000028372","000027472","PAGO","0.00","1.60","1.60"
"000028374","000027163","PAGO","0.00","2.40","2.40"
"000028375","000027652","PAGO","0.00","0.80","0.80"
"000028376","000027576","PAGO","456.60","0.00","456.60"
"000028378","000027448","PAGO","0.00","1.20","1.20"
"000028379","000027459","PAGO","261.60","4.00","265.60"
"000028381","000027925","PAGO","354.10","2.40","356.50"
"000028382","000027714","PAGO","351.00","0.80","351.80"
"000028383","000027853","PAGO","181.00","0.90","181.90"
"000028386","000027487","PAGO","0.00","2.40","2.40"
"000028387","000027181","PAGO","1247.50","8.00","1255.50"
"000028388","000027906","PAGO","1890.00","4.00","1894.00"
"000028391","000027320","PAGO","362.50","6.40","368.90"
"000028392","000027486","PAGO","0.00","1.20","1.20"
"000028393","000027772","PAGO","708.00","2.40","710.40"
"000028396","000027718","PAGO","630.00","2.00","632.00"
"000028397","000027720","PAGO","954.00","0.00","954.00"
"000028398","000027609","PAGO","6.90","2.00","8.90"
"000028399","000027468","PAGO","0.00","0.60","0.60"
"000028400","000027477","PAGO","252.80","0.80","253.60"
"000028401","000027828","PAGO","362.00","1.60","363.60"
"000028402","000027403","PAGO","327.00","0.00","327.00"
"000028404","000027000","PAGO","0.00","5.00","5.00"
"000028405","000027617","PAGO","435.00","2.40","437.40"
"000028406","000027766","PAGO","2700.00","0.00","2700.00"
"000028407","000027473","PAGO","0.00","3.60","3.60"
"000028408","000027351","PAGO","327.00","3.20","330.20"
"000028411","000027709","PAGO","817.50","0.00","817.50"
"000028412","000027773","PAGO","1452.00","0.00","1452.00"
"000028415","000028206","PAGO","218.00","1.20","219.20"
"000028416","000027805","PAGO","180.00","0.00","180.00"
"000028418","000027629","PAGO","0.00","0.90","0.90"
"000028419","000027549","PAGO","272.50","1.20","273.70"
"000028421","000027575","PAGO","144.60","1.20","145.80"
"000028425","000027436","PAGO","180.00","0.80","180.80"
"000028427","000026628","PAGO","0.00","0.30","0.30"
"000028429","000027616","PAGO","1452.00","6.00","1458.00"
"000028430","000026844","PAGO","0.00","2.40","2.40"
"000028431","000027580","PAGO","405.80","4.00","409.80"
"000028436","000027887","PAGO","190.60","0.00","190.60"
"000028437","000027497","PAGO","123.60","0.80","124.40"
"000028442","000027874","PAGO","1810.00","2.00","1812.00"
"000028444","000027850","PAGO","54.50","0.00","54.50"
"000028447","000027745","PAGO","408.00","2.40","410.40"
"000028448","000027863","PAGO","280.40","0.80","281.20"
"000028449","000027356","PAGO","0.00","1.60","1.60"
"000028452","000027495","PAGO","0.00","0.80","0.80"
"000028455","000028041","PAGO","250.00","0.40","250.40"
